token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
春节,0,110,0.39486347047075404,12,0.13522430788268064,0.18264648945422776,0.9994281370800977,12,0.0005716408890237649,0.998856496191074,0.0012381901918725158,2,Chūnjié,Spring Festival (Chinese New Year),Translation,下班 | 晚饭 | 晚上 | 夜里 | 半夜 | 午饭 | 睡觉 | 回家 | 放学 | 下楼 | 早饭 | 吃饭,1.0
下车,12,125,0.34190178512489056,19,0.048291932476580646,0.06836439134610058,0.9876660733036273,35,0.010329683376755596,0.9773363899268718,0.01874998576186902,1,xià chē,"to get off or out of (a bus, train, car etc)",Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅,0.75
下午,12,125,0.34190130708027716,0,0.10376069128483315,0.13619401878624615,0.692901740206577,26,0.30688028802677036,0.38602145217980666,0.1581415839353998,1,xiàwǔ,afternoon; p.m.,Translation,此前 | 月初 | 月底 | 预计 | 年初 | 今年 | 近期 | 上周 | 上个月 | 当日 | 目前 | 之前,0.5
上楼,12,125,0.3409100948299272,43,0.04884250937599971,0.06899318123089146,0.9842623165683735,39,0.012697818514472135,0.9715644980539013,0.022715325285650935,4,shàng lóu,to go upstairs,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
路过,12,125,0.3401824313644057,19,0.04616176744085315,0.06538685352662298,0.9991198085541697,39,0.0005430704527737012,0.998576738101396,0.001981671828389128,6,lùguò,to pass by or through,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,1.0
坐下,12,125,0.3399731092722216,43,-0.03382949865194945,-0.05125472784093283,0.8935565371538505,43,0.0864604047478077,0.8070961324060428,0.10130794825170392,1,zuò xia,to sit down,Translation,嘴唇 | 胳膊 | 脸颊 | 眼睛 | 身子 | 肩膀 | 嘴巴 | 哆嗦 | 鼻子 | 手臂 | 脖子 | 咧嘴,0.25
清晨,12,125,0.3398523635129027,46,0.06893613534949594,0.09455173467356552,0.9678850798988076,46,0.0317848494635374,0.9361002304352701,0.03684581773563409,5,qīngchén,early morning,Translation,山岭 | 树林 | 山坡 | 树梢 | 树荫 | 山顶 | 峡谷 | 山谷 | 小溪 | 天空 | 大海 | 山峰,1.0
通宵,12,125,0.3395879436456126,0,0.08916491901876877,0.11895365245761516,0.9988817969999108,38,0.0008670093859901529,0.9980147876139206,0.002438452797043329,7-9,tōngxiāo,all night; throughout the night,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,1.0
陪,12,125,0.339528967430716,28,0.03850301332818856,0.0550850400729133,0.9240433621613454,28,0.06955166014625927,0.8544917020150862,0.07511248197513444,5,péi,to accompany; to keep sb company; to assist; old variant of 赔,Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,0.75
钟头,12,125,0.3393814587781697,22,0.06536988467182908,0.09004259894551572,0.9282620950878216,22,0.044810584098996825,0.8834515109888248,0.08031232387183725,6,zhōngtóu,hour,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,0.75
那儿,12,125,0.339115699382805,22,0.01410908162952279,0.020902548085080064,0.98633763687959,39,0.012625726672626203,0.9737119102069638,0.019408709727245683,1,nàr,there,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
老远,12,125,0.33769627017851545,39,0.004617169481824224,0.006923114100409054,0.9673198726581621,39,0.032167555857997764,0.9351523168001643,0.037471632914672794,7-9,lǎo yuǎn,very far away,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
刮风,12,125,0.3374894737140359,46,0.04300104977712932,0.06095016897821081,0.9970311077205012,46,0.0021142562052243455,0.9949168515152769,0.005772342788786807,7-9,guā fēng,to be windy,Translation,山岭 | 树林 | 山坡 | 树梢 | 树荫 | 山顶 | 峡谷 | 山谷 | 小溪 | 天空 | 大海 | 山峰,1.0
顺路,12,125,0.3363470181203333,19,0.055601286974940156,0.07730407643389273,0.9884903565753316,28,0.008443968835567044,0.9800463877397645,0.01791573701163647,7-9,shùnlù,by the way; while out doing sth else; conveniently,Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,0.75
开夜车,12,125,0.3361751008694395,38,0.07095158063052165,0.09656212819113653,0.9731371558499355,38,0.026339418379838306,0.9467977374700972,0.032295899687893447,6,kāi yèchē,to burn the midnight oil; to work late into the night,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.75
出差,12,125,0.3347846751213222,0,0.048938897383739244,0.06852707140581264,0.9055390560637526,14,0.08440375382822216,0.8211353022355304,0.08825729569477644,5,chūchāi,to go on an official or business trip,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.75
放假,12,125,0.3335056912650604,0,-0.007452026707523485,-0.011180930744431985,0.9810583583360237,0,0.01890166312437138,0.9621566952116524,0.02408187317310962,1,fàngjià,to have a holiday or vacation,Translation,春节 | 佳节 | 中秋节 | 节日 | 过年 | 圣诞节 | 假期 | 元宵节 | 清明节 | 假日 | 除夕 | 过节,0.75
挨着,12,125,0.3333346008282376,39,0.013997165769966347,0.020564030535695228,0.8895521143745097,39,0.10964146643787223,0.7799106479366374,0.09004547808031922,6,āizhe,near,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.5
堵车,12,125,0.3332442281192347,29,0.06184467464219168,0.08488146684143304,0.9998983469607798,32,0.00008469763487374318,0.9998136493259061,0.0002786743760458201,4,dǔchē,traffic jam; (of traffic) to get congested,Translation,杀害 | 抢劫 | 袭击 | 毁坏 | 盗窃 | 逮捕 | 烧毁 | 劫持 | 被捕 | 殴打 | 谋害 | 屠杀,1.0
下课,12,125,0.3327986651464864,38,0.08538944735680445,0.1134606606607915,0.9669935941311496,38,0.032474227755751546,0.934519366375398,0.0380085360202809,1,xiàkè,to finish class; to get out of class; (fig.) (esp. of a sports coach) to be dismissed; to be fired,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.75
这儿,12,125,0.33273670611516265,22,0.0002774059063143097,0.0004155640343745491,0.9797058382752917,39,0.014885282348525227,0.9648205559267664,0.028406057950759192,1,zhèr,here,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
碰见,12,125,0.3324034072734629,22,0.02667061334449311,0.03841548774199844,0.89337016572059,22,0.0902011636226074,0.8031690020979826,0.10220185543378647,2,pèngjiàn,to run into; to meet (unexpectedly); to bump into,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,0.5
城里,12,125,0.3321660061528798,22,0.062057751933821015,0.08502322747522356,0.9983603238506894,14,0.001621402417776477,0.9967389214329129,0.00313762859657724,5,chénglǐ,In the city,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
冬天,12,125,0.33169672634502806,0,0.020563333096515368,0.029850965186840175,0.9985848963442157,46,0.0009059567086955667,0.9976789396355201,0.002972678998561736,2,dōngtiān,winter,Translation,山岭 | 树林 | 山坡 | 树梢 | 树荫 | 山顶 | 峡谷 | 山谷 | 小溪 | 天空 | 大海 | 山峰,1.0
旁边,12,125,0.33093103122394135,39,-0.030205627556600168,-0.04514576070065847,0.9437530771236593,39,0.056246362806363005,0.8875067143172963,0.055347546597551166,1,pángbiān,side; adjacent place,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
逛,12,125,0.3308926230028195,30,0.0557326894748883,0.07688963683554312,0.9606149452639899,30,0.026337141246702223,0.9342778040172877,0.04916410798567013,4,guàng,to stroll; to visit,Translation,拧 | 搓 | 拽 | 磕 | 踹 | 捏 | 蹬 | 扔 | 叼 | 扒 | 搂 | 蹦,0.75
加班,12,125,0.3300840503004595,0,0.0678060600918276,0.09191275194704247,0.9917012666896411,14,0.004810617543908754,0.9868906491457323,0.013940295461361317,4,jiābān,to work overtime,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.75
抽烟,12,125,0.32896724579036213,43,0.02181392958103423,0.03148449735183378,0.9931544190758654,28,0.006560711190979122,0.9865937078848863,0.01086823524030344,4,chōuyān,"to smoke (a cigarette, tobacco)",Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,1.0
请假,12,125,0.32892866536870496,28,0.05214831643377321,0.07210577914603894,0.8992802617034397,38,0.0487883742742091,0.8504918874292305,0.10860652585186192,1,qǐngjià,to request leave of absence,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.5
打扫,12,125,0.32737455473707966,30,0.07325699406926856,0.09821520149322427,0.9997156035911812,39,0.0002508982529103592,0.9994647053382708,0.0007073196420887669,4,dǎsǎo,to clean; to sweep,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,1.0
吃不上,12,125,0.326523933715962,29,0.0038847185270177165,0.005735080350276363,0.9888766598120742,17,0.008398812019919358,0.9804778477921549,0.017354320639272964,7-9,chī bushàng,unable to get anything to eat; to miss a meal,Translation,沮丧 | 羞愧 | 茫然 | 气愤 | 难过 | 伤心 | 慌张 | 心疼 | 惭愧 | 诧异 | 焦躁 | 厌烦,1.0
乡下,12,125,0.32391180499526034,33,0.02617118290849424,0.03726711772260264,0.9913335651440465,14,0.008452666912117188,0.9828808982319293,0.013018259321767268,7-9,xiāngxia,countryside; rural area,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
走路,12,125,0.32234251427773136,43,0.0005991239029256579,0.0008833292509405698,0.9963737673022642,43,0.0031062464352610286,0.9932675208670032,0.006672985416657037,1,zǒulù,to walk; to go on foot,Translation,嘴唇 | 胳膊 | 脸颊 | 眼睛 | 身子 | 肩膀 | 嘴巴 | 哆嗦 | 鼻子 | 手臂 | 脖子 | 咧嘴,1.0
玩耍,12,125,0.32201636079424195,28,0.054511424214818305,0.07441882810822364,0.9979849614115278,0,0.0017571463536661838,0.9962278150578616,0.003961448985678523,7-9,wánshuǎ,to play (as children do); to amuse oneself,Translation,春节 | 佳节 | 中秋节 | 节日 | 过年 | 圣诞节 | 假期 | 元宵节 | 清明节 | 假日 | 除夕 | 过节,1.0
熬夜,12,125,0.32169964116266386,5,0.054456139886875976,0.07431682964489354,0.9978715971355497,5,0.0013968630268482943,0.9964747341087015,0.004250193580702056,7-9,áoyè,to stay up late or all night,Translation,炎症 | 急性 | 腹泻 | 病症 | 症状 | 疼痛 | 发炎 | 出血 | 肝脏 | 慢性 | 皮肤 | 疾病,0.75
那边,12,125,0.3199242243124155,22,-0.001505257208404498,-0.002213366895597298,0.9994790625733503,39,0.0004695334573270436,0.9990095291160233,0.0011830781080645228,1,nàbiān,over there; yonder,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
寒假,12,125,0.31886702611840234,0,-0.016695676876913423,-0.02451162624203781,0.9994598436267954,38,0.00024838937528992247,0.9992114542515055,0.0013169272034639801,4,hánjià,winter vacation,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.75
隔壁,12,125,0.31841861595998466,33,0.036755425548758824,0.051167398159367786,0.9983253894385845,39,0.0013495044849861563,0.9969758849535983,0.003403095806611103,5,gébì,next door; neighbor,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
一年到头,12,125,0.3183903505208232,22,0.041641211479632234,0.05757505967490837,0.9997762011146933,22,0.00016897157627367547,0.9996072295384196,0.0005845428947172941,7-9,yīnián-dàotóu,all year round,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,1.0
晃荡,12,125,0.3180569805426772,43,0.006107213883038309,0.00887611628788907,0.9930910176378381,30,0.005227621090685407,0.9878633965471527,0.011570894913067127,7-9,huàngdang,to rock; to sway; to shake,Translation,拧 | 搓 | 拽 | 磕 | 踹 | 捏 | 蹬 | 扔 | 叼 | 扒 | 搂 | 蹦,1.0
忙活,12,125,0.3152272088201768,17,0.023577527511010332,0.033285123037124,0.8708305587863562,29,0.11678733516547551,0.7540432236208807,0.11250776877928019,7-9,mánghuo,to be really busy; pressing business,Translation,没劲 | 丢人 | 蠢 | 没意思 | 离谱儿 | 倒霉 | 碍事 | 傻 | 慌 | 好笑 | 不行 | 好玩儿,0.5
收拾,12,125,0.3141949127125348,30,0.024574328299739767,0.03459324378005293,0.9230482717367415,39,0.05267005020912547,0.870378221527616,0.0893176950655674,5,shōushi,to put in order; to tidy up; to pack; to repair; (coll.) to sort sb out; to fix sb,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
上车,12,125,0.3133518617796265,35,0.04731225047074644,0.06446158566556824,0.8904069967024164,35,0.10909661151751408,0.7813103851849024,0.08929593640658573,1,shàng chē,"to get on or into (a bus, train, car etc)",Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅,0.75
一路上,12,125,0.3121108639744857,39,0.03273946675696687,0.04543181693115377,0.9797036669805518,39,0.014068678899133694,0.9656349880814181,0.029808808903519786,6,yīlù shang,along the way; the whole way; (fig.) the whole time,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
那里,12,125,0.30780431530798685,39,0.009853056425637108,0.014034718458366787,0.884693693170008,39,0.10506677630129672,0.7796269168687113,0.10040184056830706,1,nàlǐ,there; that place; there; that place,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
打雷,12,125,0.3059615619346702,46,0.03406024393821844,0.04677970827318777,0.9890444323022539,43,0.008009274378810712,0.9810351579234432,0.017985064086376536,4,dǎléi,to rumble with thunder; clap of thunder,Translation,嘴唇 | 胳膊 | 脸颊 | 眼睛 | 身子 | 肩膀 | 嘴巴 | 哆嗦 | 鼻子 | 手臂 | 脖子 | 咧嘴,1.0
楼上,12,125,0.3056165839047048,39,0.02391176115585797,0.03328960281672229,0.7921020341519683,39,0.20719329717355145,0.5849087369784169,0.13195484604788887,1,lóu shàng,upstairs; (Internet slang) previous poster in a forum thread,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
跑步,12,125,0.30528600182350163,43,0.0685081741651754,0.08976177140528113,0.9492811995296385,38,0.03811098903616801,0.9111702104934705,0.05935454941927123,3,pǎobù,to run; to jog; (military) to march at the double,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.25
暑假,12,125,0.30421769001320054,0,-0.04473691118785805,-0.06429728170109242,0.9974844027098768,14,0.001203832184551659,0.9962805705253251,0.00509952178169979,4,shǔjià,summer vacation,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.75
老家,12,125,0.30126592885707887,33,-0.0022812589266352767,-0.003264845698598553,0.9618948862756397,33,0.03659725011165184,0.9252976361639879,0.043327621507386206,4,lǎojiā,native place; place of origin; home state or region,Translation,姐姐 | 姑姑 | 妹妹 | 哥哥 | 舅舅 | 嫂子 | 爸爸 | 闺女 | 媳妇 | 母亲 | 妈妈 | 叔叔,0.25
问路,12,125,0.30056185727287466,28,0.008343848904895812,0.011788727325000681,0.9960171397070748,35,0.0017278581801932803,0.9942892815268816,0.00784463139229343,2,wènlù,to ask for directions; to ask the way (to some place),Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅,1.0
迟到,12,125,0.30020513237805624,28,0.050785173294721625,0.06766123601248301,0.9937224748562147,38,0.0022955719740838008,0.9914269028821309,0.01295282474792009,4,chídào,to arrive late,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.75
晚点,12,125,0.30006630673504386,29,0.05866134518439453,0.07732893337175609,0.9997232479099992,26,0.00022318492198304243,0.9995000629880162,0.0007081843594154251,4,wǎndiǎn,(of trains etc) late; delayed; behind schedule; light dinner,Translation,此前 | 月初 | 月底 | 预计 | 年初 | 今年 | 近期 | 上周 | 上个月 | 当日 | 目前 | 之前,1.0
出事,12,125,0.299606922344537,32,0.01943994262889459,0.02700618349129799,0.9988508442188968,22,0.0008649171146285508,0.9979859271042683,0.002556137419597384,6,chūshì,to have an accident; to meet with a mishap,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,1.0
迷路,12,125,0.29835215286133293,19,0.029240473957824697,0.04000676042265611,0.9908935130212625,32,0.00843346161993492,0.9824600514013275,0.01409109870792183,7-9,mílù,to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear),Translation,杀害 | 抢劫 | 袭击 | 毁坏 | 盗窃 | 逮捕 | 烧毁 | 劫持 | 被捕 | 殴打 | 谋害 | 屠杀,0.75
不一会儿,12,125,0.2962399883456779,39,-0.002052861424676977,-0.0029169907222368814,0.8929033159251824,22,0.09787068794619352,0.7950326279789888,0.09517350582031278,2,bù yīhuìr,Take a short while,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,0.75
半天,12,125,0.2961044030353122,43,0.013807516720751978,0.01923847961289956,0.46077399195468427,22,0.3990355860842371,0.061738405870447155,0.26107275736467567,1,bàntiān,half of the day; a long time; quite a while; midair,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,0.5
理发,12,125,0.29588297157960713,14,0.021704097601140115,0.029902818784164637,0.9906836495723621,35,0.006889665588586124,0.9837939839837759,0.015454936039243037,3,lǐfà,to get a haircut; to have one's hair done; to cut (sb's) hair; to give (sb) a haircut,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅,1.0
夏天,12,125,0.2945062640200834,0,-0.006249412782185382,-0.00885821158072378,0.9870287680674197,0,0.007074083396635805,0.9799546846707838,0.02018462396304428,2,xiàtiān,summer,Translation,春节 | 佳节 | 中秋节 | 节日 | 过年 | 圣诞节 | 假期 | 元宵节 | 清明节 | 假日 | 除夕 | 过节,1.0
礼拜,12,125,0.29350980537955207,0,0.022089766760901852,0.03031893262480174,0.8283950737539573,0,0.16191008836486795,0.6664849853890893,0.12954503907652554,5,lǐbài,to attend a religious service; (coll.) week; (coll.) Sunday,Translation,春节 | 佳节 | 中秋节 | 节日 | 过年 | 圣诞节 | 假期 | 元宵节 | 清明节 | 假日 | 除夕 | 过节,0.5
对面,12,125,0.2934808345301839,39,-0.013827884580774885,-0.01957184639369226,0.9610522124666798,39,0.03891792045726363,0.9221342920094162,0.0421366867465467,2,duìmiàn,(sitting) opposite; across (the street); directly in front; to be face to face,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
趟,12,125,0.2931618339349203,19,0.03174444459417214,0.042980222030731735,0.9445307796764141,19,0.03310342885520169,0.9114273508212124,0.07120471849886878,6,tàng,"old variant of 趟; to wade; to trample; to turn the soil; classifier for times, round trips or rows; a time; a trip",Translation,赶往 | 前往 | 赶赴 | 起程 | 抵达 | 奔赴 | 动身 | 赶到 | 搭乘 | 到达 | 飞往 | 离开,0.5
这边,12,125,0.292443421105268,22,-0.010818815897368661,-0.015290389800726098,0.9642608760958916,22,0.0329563889343892,0.9313044871615024,0.04207046931816452,1,zhèbiān,this side; here,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,0.5
搬家,12,125,0.2917736587617544,0,0.06033702614479666,0.0785062477674992,0.9397417815823014,14,0.051225998671024925,0.8885157829112764,0.06780405417782101,3,bānjiā,to move house; to relocate; to remove (sth),Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.75
光顾,12,125,0.29044450257566257,28,0.011565177535864113,0.01603778387924093,0.9675434050043086,28,0.0319926992203009,0.9355507057840077,0.03737817883828071,7-9,guānggù,to visit (as a customer),Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,1.0
星期,12,125,0.2877829607510815,0,0.05448868835172116,0.07106858132159832,0.5579334028016445,26,0.4343067334119103,0.12362666938973421,0.18586043434673055,1,xīngqī,week; day of the week; Sunday,Translation,此前 | 月初 | 月底 | 预计 | 年初 | 今年 | 近期 | 上周 | 上个月 | 当日 | 目前 | 之前,0.5
开学,12,125,0.28507448465215235,0,-0.012984905945263858,-0.01816259969256531,0.9502530321923051,38,0.02635272754210405,0.923900304650201,0.06139298948097304,2,kāixué,foundation of a University or College; school opening; the start of a new term,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,0.5
照常,12,125,0.2850068697141501,0,0.05450533176169384,0.07083228160932462,0.8741256184582161,22,0.08448489368054668,0.7896407247776694,0.1267800434063314,7-9,zhàocháng,as usual,Translation,要不 | 唉 | 要不然 | 要是 | 你 | 不然 | 哎 | 没准儿 | 哎呀 | 我 | 这会儿 | 怕,0.5
拍戏,12,125,0.28490890696589655,33,0.04590891312172324,0.06032708639994756,0.8868328752490204,14,0.07603406683502092,0.8107988084139995,0.10899628543277587,7-9,pāixì,to shoot a movie,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.5
修车,12,125,0.28300112581539244,35,0.02449075336134454,0.03302912468566768,0.9347111366735831,14,0.02740156738053601,0.9073095692930471,0.08039937081150993,6,xiū chē,to repair a bike (car etc),Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
初一,12,125,0.27927583259297795,0,0.006988317203600658,0.009603129465807974,0.9773535825789372,0,0.013095632291823815,0.9642579502871134,0.03298256318340408,3,chū (chūyī),at first; (at the) beginning; first; junior; basic,Translation,春节 | 佳节 | 中秋节 | 节日 | 过年 | 圣诞节 | 假期 | 元宵节 | 清明节 | 假日 | 除夕 | 过节,0.75
来回,12,125,0.27914272131108847,19,0.013056660334254067,0.017790451495760303,0.5216666755162297,39,0.3945466624973419,0.1271200130188878,0.25009020563561357,7-9,láihuí,to make a round trip; return journey; back and forth; to and fro; repeatedly,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.25
家家户户,12,125,0.2744389464046557,0,0.021206159369013655,0.028397282313498865,0.9993651224156925,39,0.00044360712422179875,0.9989215152914708,0.0015250983118884958,7-9,jiājiāhùhù,each and every family (idiom); every household,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,1.0
排队,12,125,0.2685060785183292,36,0.05197162435470842,0.06633555825256718,0.9958723868719901,36,0.0012388616525501187,0.9946335252194399,0.008967289617695124,2,páiduì,to line up,Translation,收据 | 支票 | 汇款 | 交纳 | 付款 | 缴纳 | 学费 | 账单 | 定金 | 生活费 | 报销 | 返还,0.75
每逢,12,125,0.2607889725860775,0,-0.03157392096125711,-0.042713000469860735,0.983558864780199,0,0.014618713019989063,0.96894015176021,0.023212403907985568,7-9,měiféng,every time; on each occasion; whenever,Translation,春节 | 佳节 | 中秋节 | 节日 | 过年 | 圣诞节 | 假期 | 元宵节 | 清明节 | 假日 | 除夕 | 过节,1.0
直奔,12,125,0.2599131512921182,19,-0.029172585342196522,-0.039417786430239785,0.7316382948300169,19,0.23010773087524927,0.5015305639547676,0.18504662280578313,7-9,zhíbèn,to go straight to; to make a beeline for,Translation,赶往 | 前往 | 赶赴 | 起程 | 抵达 | 奔赴 | 动身 | 赶到 | 搭乘 | 到达 | 飞往 | 离开,0.5
爆满,12,125,0.24006005004353054,0,0.0031216220417967233,0.004090917635417069,0.9838498764660196,41,0.011788021529203677,0.972061854936816,0.025322611819040722,7-9,bàomǎn,"filled to capacity (of theater, stadium, gymnasium etc)",Translation,古朴 | 迷人 | 别致 | 翠绿 | 艳丽 | 美妙 | 明媚 | 碧绿 | 优美 | 精致 | 晶莹 | 明亮,0.0
剧组,12,125,0.23392712163295773,18,-0.00013462873450101331,-0.0001757388080204061,0.5855849702965982,35,0.1305602936538989,0.4550246766426993,0.38946432293512323,7-9,jùzǔ,cast and crew; performers and production team,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 洗手间 | 饭馆 | 浴室 | 车厢 | 地铁站 | 宾馆 | 餐厅,0.75
阐述,13,237,0.3021959445420291,2,0.06630565842389843,0.08677504973343285,0.9999860766482968,2,9.328833968648425e-6,0.9999767478143281,0.00004646004796653929,7-9,chǎnshù,to expound (a position); to elaborate (on a topic); to treat (a subject),Translation,构建 | 推动 | 推进 | 拓展 | 促进 | 强化 | 加强 | 建立 | 深化 | 开展 | 开拓 | 搭建,0.5
解释,13,237,0.30083900269579994,28,0.02332578190825446,0.03228541003017472,0.9991753970232276,28,0.000589140816762943,0.9985862562064646,0.0018854643549574826,4,jiěshì,explanation; to explain; to interpret; to resolve,Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,1.0
