token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
魅力,0,164,0.33245281890765455,1,0.051931073252129756,0.0721787947565486,0.9998478159565728,26,0.00010912035595891432,0.9997386956006139,0.0004104611505282552,7-9,mèilì,charm; fascination; glamor; charisma,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.75
车速,11,180,0.257510889158735,36,0.012919355234332353,0.01710247609673916,0.9184901395420059,36,0.08021573604325888,0.838274403498747,0.07424634290614343,7-9,chēsù,vehicle speed,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,1.0
脱身,11,180,0.2565992710012342,7,-0.0008792578562457631,-0.001182750866319399,0.9424760784586266,23,0.0558893612063086,0.886586717252318,0.05882568866699839,7-9,tuōshēn,to get away; to escape (from obligations); to free oneself; to disengage,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.5
着火,11,180,0.25651455550194296,38,0.0069847866431001215,0.009307213468653128,0.5449999986006085,43,0.3113812695562168,0.23361872904439174,0.26882199560653375,4,zháohuǒ,to catch fire,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.0
撞击,11,180,0.25646125663298597,45,0.000853989217637019,0.0011472293861224871,0.9958880807880192,43,0.00400328177072377,0.9918847990172954,0.006989612842307345,7-9,zhuàngjī,to strike; to hit; to ram,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.0
刹车,11,180,0.254871046540082,45,-0.01816473190471707,-0.02437797084702082,0.9842740529280065,12,0.00969651560865282,0.9745775373193537,0.023925210522292698,7-9,shāchē,to brake (when driving); to stop; to switch off; to check (bad habits); a brake,Translation,箱子 | 衣架 | 袜子 | 椅子 | 拖鞋 | 凳子 | 柜子 | 杯子 | 梳子 | 垫子 | 毯子 | 裤子,1.0
奔赴,11,180,0.2546506950795565,44,0.027428714043342628,0.03549365195469922,0.9958800790996586,10,0.001710608948316247,0.9941694701513424,0.008317361840994226,7-9,bēnfù,to rush to; to hurry to,Translation,看见 | 旁边 | 那儿 | 那边 | 老远 | 外边 | 这儿 | 外头 | 前边 | 后边 | 回去 | 瞧,1.0
上车,11,180,0.2545637968138148,36,-0.010501712697722654,-0.014088010017270024,0.5089898744060825,36,0.3245994154150868,0.18439045899099565,0.25996045016979397,1,shàng chē,"to get on or into (a bus, train, car etc)",Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.75
滞留,11,180,0.254210022510416,27,0.046851417657749334,0.059107962244440676,0.9864861763511558,18,0.011041277124240636,0.9754448992269151,0.02084506764955569,7-9,zhìliú,"(of a person) to remain in (a place) (due to circumstances that prevent one leaving); to be stranded; (of sth that would typically dissipate, e.g. floodwater, pollutants) to remain; to linger",Translation,形状 | 放置 | 摆放 | 制成 | 填充 | 花纹 | 体积 | 厚度 | 安装 | 圆形 | 尺寸 | 遮盖,0.5
奔跑,11,180,0.25404039398104744,45,-0.019468670719293646,-0.02609882701718176,0.9997124560244014,45,0.00016969302166113082,0.9995427630027403,0.0007610752555206479,6,bēnpǎo,to run,Translation,手臂 | 胳膊 | 嘴唇 | 手掌 | 脖子 | 肩膀 | 手指 | 身子 | 舌头 | 鼻子 | 脸颊 | 嘴巴,0.5
阻拦,11,180,0.2521884402774554,23,-0.03727716635530015,-0.0498483419661643,0.9361589357340876,23,0.034111921087543365,0.9020470146465442,0.07230974065187794,7-9,zǔlán,to stop; to obstruct,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
肇事,11,180,0.25202389396867164,27,-0.001735146303573687,-0.0023197884124671053,0.9663093661690848,27,0.030898010909223634,0.9354113552598612,0.04125800524942488,7-9,zhàoshì,to cause an accident; to be responsible for an incident; to provoke a disturbance,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.75
急转弯,11,180,0.25197737601175335,45,0.026804142038337336,0.03459372238234956,0.9993383316027523,45,0.0006057838438459621,0.9987325477589064,0.001475603699429661,7-9,jízhuǎnwān,to make a sudden turn,Translation,手臂 | 胳膊 | 嘴唇 | 手掌 | 脖子 | 肩膀 | 手指 | 身子 | 舌头 | 鼻子 | 脸颊 | 嘴巴,1.0
事故,11,180,0.25160328492168715,2,0.029435767821266473,0.03784332548254699,0.9912598943095314,38,0.008131793809832522,0.9831281004996989,0.01343069632842317,3,shìgù,accident,Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.5
丧生,11,180,0.2514508855745754,43,-0.006483741943877186,-0.008661745527351357,0.963253347501429,43,0.030129791286045007,0.933123556215384,0.04581914830707354,7-9,sàngshēng,to die; to lose one's life,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.0
驾驶,11,180,0.24990211100675525,36,0.02634965387957408,0.03393616751246522,0.9882628766179153,36,0.007830453823327206,0.9804324227945881,0.01981537490578377,5,jiàshǐ,"to pilot (ship, airplane etc); to drive",Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.75
搜寻,11,180,0.24912555851739107,49,0.02925153254843696,0.03749590902260208,0.9701982174826731,33,0.01419427743317863,0.9560039400494945,0.04434259055134904,7-9,sōuxún,to search; to look for,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.0
穿越,11,180,0.2482793776093963,49,0.02416328886087643,0.03114291778766458,0.9988129449516799,10,0.000523195118647969,0.998289749833032,0.0027344287612460754,7-9,chuānyuè,to pass through; to traverse; to cross,Translation,看见 | 旁边 | 那儿 | 那边 | 老远 | 外边 | 这儿 | 外头 | 前边 | 后边 | 回去 | 瞧,0.5
倒车,11,180,0.24825054227938773,36,0.01430794168739516,0.018677375479242156,0.823733712635234,36,0.1625323264380717,0.6612013861971623,0.13497863918019973,4,dǎochē; dàochē,"to change buses, trains etc; to reverse (a vehicle); to drive backwards",Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,1.0
遇难,11,180,0.24747403505557586,7,0.01669016158813688,0.021697623089848673,0.9814479475467871,2,0.018440790866157516,0.9630071566806296,0.023817950822398806,7-9,yùnàn,to perish; to be killed,Translation,炎症 | 急性 | 病症 | 治疗 | 症状 | 疼痛 | 疾病 | 慢性 | 病人 | 腹泻 | 出血 | 患者,0.0
路程,11,180,0.24707679212081482,34,0.008883145298532902,0.011660634308809106,0.9991082702576426,34,0.000491954487073626,0.998616315770569,0.0020038238557750967,7-9,lùchéng,route; path traveled; distance traveled; course (of development),Translation,春节 | 夜晚 | 除夕 | 清明节 | 过年 | 中秋节 | 圣诞节 | 佳节 | 假期 | 晚饭 | 元宵节 | 假日,1.0
航班,11,180,0.24641305820753565,36,-0.009557005624747289,-0.012682021270187074,0.49956190487819535,36,0.49746204249917464,0.0020998623790207116,0.18251267518281283,4,hángbān,(scheduled) flight; (scheduled) sailing,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.75
探险,11,180,0.24576021185421154,25,0.015490864772898572,0.02012504596791073,0.9501440846824138,25,0.04268375219497068,0.9074603324874432,0.057299958000942904,7-9,tànxiǎn,to explore; to go on an expedition; adventure,Translation,吃饭 | 贪玩儿 | 聊天儿 | 睡觉 | 干活儿 | 打牌 | 打盹儿 | 做饭 | 说闲话 | 抽烟 | 玩耍 | 挣钱,0.25
后退,11,180,0.2451694466963294,7,-0.03697903861127472,-0.048989854013497966,0.9652916323429407,7,0.019657030565972594,0.9456346017769681,0.04961957901667032,7-9,hòutuì,to recoil; to draw back; to fall back; to retreat,Translation,沮丧 | 羞愧 | 诧异 | 惊讶 | 茫然 | 气愤 | 吃惊 | 难过 | 惊诧 | 伤心 | 惋惜 | 惭愧,0.5
减速,11,180,0.24478259479905112,35,0.01965031473931736,0.025359573297016765,0.9970130724491535,35,0.00244257193369084,0.9945705005154627,0.005827285727088795,7-9,jiǎnsù,to reduce speed; to slow down; to take it easy,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,1.0
路况,11,180,0.2447113273753238,36,0.017169234116459153,0.02222675691015087,0.9982307915146349,34,0.0015616577446715978,0.9966691337699632,0.0035430277681440642,7-9,lùkuàng,"road condition(s) (e.g. surface, traffic flow etc)",Translation,春节 | 夜晚 | 除夕 | 清明节 | 过年 | 中秋节 | 圣诞节 | 佳节 | 假期 | 晚饭 | 元宵节 | 假日,1.0
机动,11,180,0.24462063005459836,20,0.053825667175024156,0.06651672284018889,0.9938315133628837,20,0.004442645780812799,0.9893888675820709,0.010791652798742758,7-9,jīdòng,"locomotive; motorized; power-driven; adaptable; flexible (use, treatment, timing etc)",Translation,妖怪 | 鬼 | 蛇 | 小偷儿 | 怪物 | 野兽 | 虫子 | 狼 | 猫 | 狗 | 狮子 | 猩猩,0.5
搏斗,11,180,0.24436697678539063,23,-0.0055753569658306135,-0.007378392413438879,0.9632507351987591,23,0.035299211882025824,0.9279515233167334,0.04208669152611008,7-9,bódòu,to wrestle; to fight; to struggle,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.5
停电,11,180,0.24219109417191173,36,0.007314851423494834,0.009560350667675894,0.9987692676031775,38,0.0011740216170991274,0.9975952459860784,0.0024944278470399794,7-9,tíngdiàn,to have a power failure; power cut,Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.5
来往,11,180,0.24218692762099506,25,0.007950016483686317,0.010381822523587098,0.9836617045585916,25,0.011309412366757223,0.9723522921918344,0.025835843382461667,6,láiwǎng,to come and go; to have dealings with; to be in relation with,Translation,吃饭 | 贪玩儿 | 聊天儿 | 睡觉 | 干活儿 | 打牌 | 打盹儿 | 做饭 | 说闲话 | 抽烟 | 玩耍 | 挣钱,0.75
等候,11,180,0.2418307619614032,14,-0.005204039440104252,-0.006863954878421687,0.9201627780743118,10,0.07421072522936283,0.845952052844949,0.07744645884245359,5,děnghòu,to wait; to wait for,Translation,看见 | 旁边 | 那儿 | 那边 | 老远 | 外边 | 这儿 | 外头 | 前边 | 后边 | 回去 | 瞧,0.75
超车,11,180,0.2417959981442613,36,0.03578782028170624,0.045073285749171285,0.9989998701716096,16,0.0007473907548623207,0.9982524794167473,0.002315594545022231,7-9,chāochē,to overtake (another car),Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,1.0
埋伏,11,180,0.24143971809058748,17,0.018283283195638933,0.02353534741987155,0.9969343045603741,23,0.002064749674117158,0.994869554886257,0.005880930517248849,7-9,máifú,to ambush; to lie in wait for; to lie low; ambush,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,1.0
乘,11,180,0.2413148924127222,34,0.03105213419185676,0.039319576878382986,0.9704868108471156,10,0.02823625892267633,0.9422505519244393,0.03568394366050929,5,chéng,to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (math.); Buddhist sect or creed; (archaic) four horse military chariot; (archaic) four; generic term for history books; old variant of 乘; surname Cheng,Translation,看见 | 旁边 | 那儿 | 那边 | 老远 | 外边 | 这儿 | 外头 | 前边 | 后边 | 回去 | 瞧,1.0
监视,11,180,0.2399824454555812,27,-0.021639486558414106,-0.02847235097271608,0.9989917320202288,27,0.0008593230031965495,0.9981324090170323,0.002169082095883844,7-9,jiānshì,to monitor; to keep a close watch over; surveillance,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.75
伤亡,11,180,0.2399162032998727,27,-0.011957629636973804,-0.015731988616106984,0.9668260624971662,43,0.016810716564549716,0.9500153459326165,0.04564225267635423,6,shāngwáng,casualties; injuries and deaths,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.0
通行,11,180,0.23931075669507249,36,0.030805905518021176,0.03892115518816938,0.4792270183183624,18,0.3968838006222253,0.08234321769613712,0.2787199335009072,6,tōngxíng,to go through; to pass through; to be in general use,Translation,形状 | 放置 | 摆放 | 制成 | 填充 | 花纹 | 体积 | 厚度 | 安装 | 圆形 | 尺寸 | 遮盖,1.0
行程,11,180,0.23912467081903607,34,-0.010111576827152996,-0.013289400299044421,0.9980077214702598,34,0.0016701604080072748,0.9963375610622526,0.0040293648740322196,6,xíngchéng,journey; course of a journey; distance traveled; trajectory; itinerary; route; course (of history); stroke (of a piston); (Tw) (computing) process,Translation,春节 | 夜晚 | 除夕 | 清明节 | 过年 | 中秋节 | 圣诞节 | 佳节 | 假期 | 晚饭 | 元宵节 | 假日,1.0
靠近,11,180,0.2390199769512974,10,0.007381471991877636,0.00960676978156983,0.9308051761454514,10,0.06878007002484882,0.8620251061206026,0.06501959862179434,5,kàojìn,to be close to; to approach; to draw near,Translation,看见 | 旁边 | 那儿 | 那边 | 老远 | 外边 | 这儿 | 外头 | 前边 | 后边 | 回去 | 瞧,1.0
危急,11,180,0.238540408137727,7,-0.028372386776557096,-0.037260528437454955,0.9009002782283965,43,0.07563125036357841,0.825269027864818,0.09952473635576974,7-9,wēijí,critical; desperate (situation),Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.0
超速,11,180,0.2385143273516015,27,0.013804259620752712,0.017805286830373024,0.9993393961017651,27,0.00048703783346145996,0.9988523582683037,0.0015635632426600344,7-9,chāosù,to exceed the speed limit; to speed; high-speed,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
火灾,11,180,0.23800748223234985,38,-0.012748173440889576,-0.016730050681123286,0.7593600515935427,38,0.2363808862686259,0.5229791653249167,0.1469745506869745,5,huǒzāi,serious fire (in a city or a forest etc),Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.0
歼灭,11,180,0.23749075329703903,23,-0.029321147025564015,-0.038453496993441943,0.609848454226231,23,0.3887945409412991,0.2210539132849319,0.1735412756556066,7-9,jiānmiè,to wipe out; to crush; to annihilate,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
解围,11,180,0.23745754338171646,14,-0.013733854693415676,-0.01801060986731477,0.7539920666252047,23,0.24413678241348277,0.5098552842117219,0.14620093324518446,7-9,jiěwéi,to lift a siege; to help sb out of trouble or embarrassment,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.5
集结,11,180,0.23739559361822893,46,0.021676979863813478,0.0276392889643637,0.9933337435535674,46,0.003222903690925872,0.9901108398626415,0.012020543997049198,7-9,jíjié,to assemble; to concentrate; to mass; to build up; to marshal,Translation,推动 | 构建 | 拓展 | 推进 | 促进 | 培育 | 打造 | 开拓 | 强化 | 深化 | 开创 | 引领,1.0
遥控,11,180,0.23688760648982082,12,-0.015464206108901313,-0.020264650712549234,0.5961099062076908,12,0.22288542200356193,0.37322448420412885,0.2898362582019404,7-9,yáokòng,to direct operations from a remote location; to remotely control,Translation,箱子 | 衣架 | 袜子 | 椅子 | 拖鞋 | 凳子 | 柜子 | 杯子 | 梳子 | 垫子 | 毯子 | 裤子,0.0
长途,11,180,0.23674212801128655,34,-0.003079050373703318,-0.004034089246509329,0.5253907186673222,36,0.456855390158546,0.06853532850877625,0.19689981611128168,4,chángtú,long distance,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.75
登山,11,180,0.23639828349456687,34,-0.020816890236903696,-0.027261450291351696,0.9471080397683372,25,0.03994065643633148,0.9071673833320058,0.06119695941727402,4,dēngshān,to climb a mountain; climbing; mountaineering,Translation,吃饭 | 贪玩儿 | 聊天儿 | 睡觉 | 干活儿 | 打牌 | 打盹儿 | 做饭 | 说闲话 | 抽烟 | 玩耍 | 挣钱,0.25
进出,11,180,0.23615405115416827,36,0.02245249440158853,0.0285546723313599,0.9401068428923233,18,0.05197491933059319,0.8881319235617301,0.06631595463349026,7-9,jìnchū,to enter or exit; to go through,Translation,形状 | 放置 | 摆放 | 制成 | 填充 | 花纹 | 体积 | 厚度 | 安装 | 圆形 | 尺寸 | 遮盖,1.0
藏身,11,180,0.2361341056321396,27,-0.004817449774033367,-0.006306669547041522,0.9885579292333878,27,0.008489453299974284,0.9800684759334135,0.018580075824534276,7-9,cángshēn,to hide; to go into hiding; to take refuge,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
住处,11,180,0.23442926948715248,36,-0.04525082727270391,-0.05910731101539223,0.9986191233973319,15,0.00099545123545167,0.9976236721618803,0.0030392351783730545,7-9,zhùchù,residence; dwelling,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,0.5
飞翔,11,180,0.234379399200818,20,-0.025028326466411427,-0.032690246892894397,0.995384464416234,23,0.0021852470112827945,0.9931992174049512,0.009744198275709359,7-9,fēixiáng,to circle in the air; to soar,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.25
延误,11,180,0.23367271018826355,2,0.0026186907686790717,0.0034055588231339797,0.9744611487642231,47,0.018817073167482212,0.9556440755967408,0.03727375905148283,7-9,yánwù,to delay; to be held up; to miss (an opportunity); delay; holdup,Translation,裁决 | 拒绝 | 控告 | 驳回 | 判决 | 请求 | 指责 | 违反 | 裁定 | 谴责 | 劝告 | 否决,0.5
战斗,11,180,0.23366413250012283,44,-0.0194785683926276,-0.025417795536799338,0.9520084686427488,16,0.04144094276803063,0.9105675258747181,0.05529503119785124,4,zhàndòu,to fight; to engage in combat; struggle; battle,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,0.75
发射,11,180,0.23353912980171995,20,0.029377782827062382,0.036914244759769024,0.9266631851980807,20,0.05996619534788983,0.8666969898501908,0.0811375740886575,5,fāshè,to shoot (a projectile); to fire (a rocket); to launch; to emit (a particle); to discharge; emanation; emission,Translation,妖怪 | 鬼 | 蛇 | 小偷儿 | 怪物 | 野兽 | 虫子 | 狼 | 猫 | 狗 | 狮子 | 猩猩,0.75
探测,11,180,0.2332031144508921,18,0.009627255689161812,0.012399480100925241,0.937576922837054,33,0.05767445621938999,0.879902466617664,0.06532609904788038,7-9,tàncè,to probe; to survey,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.0
潜水,11,180,0.23299044513385483,25,0.000010468237217758913,0.000013647932130085302,0.918736645063033,13,0.048521829855275235,0.8702148152077578,0.09068860451974571,7-9,qiánshuǐ,to dive; to go under water; (in an online forum) to lurk,Translation,音乐 | 歌曲 | 戏剧 | 舞蹈 | 歌剧 | 话剧 | 电影 | 诗歌 | 演唱 | 独唱 | 节目 | 歌词,0.25
相遇,11,180,0.23238402082879306,26,-0.013630912718028548,-0.017757463481604153,0.9950330485635822,34,0.002609839468153933,0.9924232090954282,0.009345209374719339,7-9,xiāngyù,to meet; to encounter; to come across,Translation,春节 | 夜晚 | 除夕 | 清明节 | 过年 | 中秋节 | 圣诞节 | 佳节 | 假期 | 晚饭 | 元宵节 | 假日,1.0
红灯,11,180,0.23227645645857314,36,0.005392444751762759,0.006974949209972516,0.5985473320519955,36,0.31928029081495957,0.27926704123703594,0.2466427017403535,7-9,hóngdēng,red light,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,1.0
划船,11,180,0.23216404564926066,25,-0.029094843655229324,-0.03789200478353634,0.8816637568233613,25,0.09974247808641379,0.7819212787369475,0.10709930761844814,3,huáchuán,to row a boat; rowing boat; rowing (sport),Translation,吃饭 | 贪玩儿 | 聊天儿 | 睡觉 | 干活儿 | 打牌 | 打盹儿 | 做饭 | 说闲话 | 抽烟 | 玩耍 | 挣钱,0.25
通车,11,180,0.23031107233258344,36,-0.005184305771540387,-0.006735585747935472,0.9754130075205361,36,0.007127056305011614,0.9682859512155244,0.0406924161311658,7-9,tōngchē,"to open to traffic (e.g. new bridge, rail line etc); (of a locality) to have a transportation service; (Tw) to commute",Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.5
指挥,11,180,0.2302826772914753,14,0.01524139550733411,0.01941681155153802,0.9977045785087727,39,0.0019575151509378104,0.9957470633578349,0.004478726314241562,4,zhǐhuī,to conduct; to command; to direct; conductor (of an orchestra),Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.75
掩护,11,180,0.23022753651593916,27,-0.022088509098098258,-0.028694854838173363,0.9494878312461493,23,0.05044926702788103,0.8990385642182683,0.05127718576520594,7-9,yǎnhù,to screen; to shield; to cover; protection; cover,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
风浪,11,180,0.2297572293007162,43,0.006892637104249533,0.008869287173171753,0.9270625952029424,9,0.05775620947190611,0.8693063857310364,0.08407169469534141,7-9,fēnglàng,wind and waves; rough waters; (fig.) hardship,Translation,山岭 | 树林 | 峡谷 | 丘陵 | 山坡 | 山谷 | 山顶 | 海岸 | 山峰 | 沿岸 | 河流 | 湖泊,0.5
化险为夷,11,180,0.22779475584603912,44,-0.006784155501580763,-0.008785430496543123,0.6744922747907549,23,0.2345307099834396,0.4399615648073153,0.245860043617261,7-9,huàxiǎnwéiyí,to turn peril into safety (idiom); to avert disaster,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.5
隐身,11,180,0.22701070097790582,20,0.00726619482826632,0.009312584000414528,0.9974210218544265,23,0.0016256460250546547,0.9957953758293718,0.005303602072635105,7-9,yǐnshēn,to hide oneself; invisible (person or online status),Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
下落,11,180,0.226656637633829,45,0.002041826662989271,0.0026333062481447094,0.9995007563328591,35,0.00015804147682142803,0.9993427148560377,0.001326798382775571,7-9,xiàluò,whereabouts; to drop; to fall,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,1.0
不辞而别,11,180,0.22601565129943524,7,-0.08498932418227012,-0.10980754885413112,0.9101019555931915,7,0.036898217933631315,0.8732037376595602,0.10979960781670793,7-9,bùcí'érbié,to leave without saying good-bye,Translation,沮丧 | 羞愧 | 诧异 | 惊讶 | 茫然 | 气愤 | 吃惊 | 难过 | 惊诧 | 伤心 | 惋惜 | 惭愧,0.0
违章,11,180,0.22592170006816395,27,-0.02677060207845436,-0.03458384259164965,0.9807594868712103,36,0.012367056659516774,0.9683924302116935,0.028782314300455508,7-9,wéizhāng,to break the rules; to violate regulations,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.75
包围,11,180,0.2258012905297099,23,-0.041981744119744396,-0.054226057995457655,0.8289113339811723,23,0.12267121808686567,0.7062401158943067,0.1440910471486569,5,bāowéi,to surround; to encircle; to hem in,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
出发,11,180,0.2253020491864787,34,0.019243723889565773,0.024238208551985108,0.9760897181727733,10,0.01911062949644166,0.9569790886763316,0.03415015298996191,2,chūfā,to set off; to start (on a journey),Translation,看见 | 旁边 | 那儿 | 那边 | 老远 | 外边 | 这儿 | 外头 | 前边 | 后边 | 回去 | 瞧,1.0
出入,11,180,0.22466451420379902,25,0.019099771880278005,0.024041948913672447,0.9323701904735512,18,0.06220057525550134,0.8701696152180498,0.06902982345292794,6,chūrù,to go out and come in; entrance and exit; expenditure and income; discrepancy; inconsistent,Translation,形状 | 放置 | 摆放 | 制成 | 填充 | 花纹 | 体积 | 厚度 | 安装 | 圆形 | 尺寸 | 遮盖,1.0
降临,11,180,0.22464433273408932,34,-0.026252128064337382,-0.03385817525124784,0.8316609988476288,34,0.13638979817771907,0.6952712006699098,0.14909507771827266,7-9,jiànglín,to descend; to arrive; to come,Translation,春节 | 夜晚 | 除夕 | 清明节 | 过年 | 中秋节 | 圣诞节 | 佳节 | 假期 | 晚饭 | 元宵节 | 假日,0.5
乔装,11,180,0.22439350325271337,27,-0.03915841179515686,-0.050487472654468686,0.8419108171800204,23,0.13308858866181858,0.7088222285182018,0.1319505370070682,7-9,qiáozhuāng,to pretend; to feign; to disguise oneself,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
值班,11,180,0.22363368765236638,25,-0.02202570957750774,-0.028370254127725945,0.9848322445962594,36,0.009742858385695816,0.9750893862105636,0.024850427328946514,5,zhíbān,to work a shift; on duty,Translation,停车场 | 旅馆 | 居民楼 | 楼道 | 房间 | 车厢 | 地铁站 | 洗手间 | 饭馆 | 人行道 | 浴室 | 过道,0.75
